п/н";"Объект";"Адрес";"Округ";"Компания";"Менеджер";"Период обслуживания";"Latitude";"Longitude";"Дата последнего ТО";"Ссылка"
"90979";"Аптека ""Планета здоровья""";"г.Люберцы ул. Юности 9";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"М";"55.7032836";"37.9078768";"27.03.2025";"https://durnovcev2000.kaiten.ru/32563054"
"151685";"ООО «Система»/Пекарня Буханка";"Москва г, проезд 1-й Грайвороновский, д. 11, к. 1";"ЮВАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.7223433";"37.7239053";"26.03.2025";"https://durnovcev2000.kaiten.ru/40723208"
"135222";"ООО «ОФ ВАЙТ» (Офис – склад «ОФ ВАЙТ»)";"Московская обл, Люберцы г, Комсомольский пр-кт, дом 16/2";"ЮВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.6907387";"37.9061323";"25.03.2025";"https://durnovcev2000.kaiten.ru/32562221"
"136097";"ООО «ОФ ВАЙТ» (Офис – склад «ОФ ВАЙТ»)";"Московская обл, Люберцы г, Гагарина пр-кт, дом 3/8";"ЮВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.6867551";"37.9067789";"25.03.2025";"https://durnovcev2000.kaiten.ru/32562233"
"138642";"ООО ""Планета Здоровья Холдинг"" / Аптека Планета Здоровья";".Люберцы  Попова,д.4А";"ЮВАО";"Эсток-Сервис";"Пряшников Д.Ю.";"КВ";"55.6959128";"37.8936193";"25.03.2025";"https://durnovcev2000.kaiten.ru/47522842"
"1185";"ООО ЧОП «Технологии безопасности»";"Москва г, ул Автозаводская, д. 4";"ЮВАО";"Технологии Безопасности";"Гусев П.И.";"КВ";"55.70440079999999";"37.63464080000001";"24.03.2025";"https://durnovcev2000.kaiten.ru/47317622"
"91256";"Аптека ""Планета Здоровья""";"МО, Котельники, Сосновая 1к2";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"М";"55.6705672";"37.8549666";"21.03.2025";"https://durnovcev2000.kaiten.ru/32562863"
"130284";"ООО ""ЛАЗЕР БАР"" (Центр коррекции фигуры ""ЛАЗЕР БАР"")";"г. Москва, ул. Б. Лубянка, д.24/15";"ЮВАО";"Гранит";"Гаук Е.М.";"КВ";"55.7652019";"37.6315166";"16.03.2025";"https://durnovcev2000.kaiten.ru/28043937"
"131669";"ООО «Доктор Ф» Медицинский центр «Доктор Ф»";"г. Москва, ул. Татьяны Макаровой, д.4";"ЮВАО";"Гранит";"Чиграй А.С.";"КВ";"55.71017029999999";"37.8890989";"14.03.2025";"https://durnovcev2000.kaiten.ru/32562273"
"134587";"ООО «Система»/Пекарня Буханка";"МО , Люберецкий р-н, рп.Красково , Егорьевское ш., 1к2";"ЮВАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.6656037";"38.0001644";"14.03.2025";"https://durnovcev2000.kaiten.ru/32562548"
"93064";"Аптека ""Планета Здоровья """;"г. Москва.,ул. 5-я Кожуховская д.12";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"М";"55.7050884";"37.6688518";"13.03.2025";"https://durnovcev2000.kaiten.ru/32562930"
"91139";"Магазин ""Сплав""";"Москва, 5-я Кожуховская 12";"ЮВАО";"Гранит";"Супонников М.С.";"М";"55.7050884";"37.6688518";"13.03.2025";"https://durnovcev2000.kaiten.ru/32563094"
"151454";"ООО ""Ориент Сервис Плюс"" магазин ""Авоська""";"МО, Дзержинский, ул. Томилинская д. 7";"ЮВАО";"Аллигатор";"Певзнер Ю.А.";"КВ";"55.6276734";"37.862139";"12.03.2025";"https://durnovcev2000.kaiten.ru/32562479"
"133536";"ООО ""Лето"" /Аптека Планета Здоровья";"Московская обл, Котельники г, Силикат мкр., дом 6А";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.6497008";"37.8584646";"12.03.2025";"https://durnovcev2000.kaiten.ru/32562763"
"133130";"ООО ""Лето"" /Аптека Планета Здоровья";"МО, г. Котельники, мкр. Силикат, д. 38";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.6492984";"37.8580043";"12.03.2025";"https://durnovcev2000.kaiten.ru/33174257"
"137851";"ООО ""ИНФОРМАЦИОННЫЕ ПОТОКИ""/Кладовка ""СКЛАДНО""";"Москва,Зеленодольская, д. 11/16";"ЮВАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.711623";"37.777536";"11.03.2025";"https://durnovcev2000.kaiten.ru/41261422"
"84387";"ЗАО МПО Электромонтаж офис";"Москва, Паперника, д.7, корп.1";"ЮВАО";"Аллигатор";"Супонников М.С.";"КВ";"55.720302";"37.7853293";"11.03.2025";"https://durnovcev2000.kaiten.ru/32562645"
"131778";"ООО ""Баттерфляй Смайл"" Центр эстетической стоматологии ""Butterfly""";"Москва, ул. Большая Серпуховская, д. 5";"ЮВАО";"Гранит";"Гаук Е.М.";"КВ";"55.728875";"37.625837";"11.03.2025";"https://durnovcev2000.kaiten.ru/33814899"
"1613";"ИП Мустафина Диана Альбертовна, Салон красоты ""Монэ""";"Москва г, Новокузнецкая ул, дом № 6";"ЮВАО";"Аллигатор";"Супонников М.С.";"КВ";"55.735651";"37.6325184";"11.03.2025";"https://durnovcev2000.kaiten.ru/33814849"
"90590";"ПАРТНЁР ООО, Кафе-бар ""ВЖАРИМ""";"МО, г.Люберцы, пр-д. Волковский, 4";"ЮВАО";"Гранит";"Хорзов С.В.";"КВ";"55.67768599999999";"37.90089070000001";"10.03.2025";"https://durnovcev2000.kaiten.ru/32562424"
"69715";"ООО «РЕНТ ЦЕНТРАЛЬ»/ Ломбард Благо";"Московская обл, Люберцы г, Смирновская ул, дом 18/20, помещение II";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.68058";"37.895892";"10.03.2025";"https://durnovcev2000.kaiten.ru/32562662"
"91460";"ООО. ЭНЕРГИЯ (ангар)";"МО. Люберцы, Октябрьский пр-т д 259 Б";"ЮВАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.674373";"37.90564";"10.03.2025";"https://durnovcev2000.kaiten.ru/32562855"
"93345";"нотариус Семёнов";"Котельники, ул. Новая 14";"ЮВАО";"Технологии Безопасности";"Михно С.С.";"КВ";"55.6630762";"37.8729721";"10.03.2025";"https://durnovcev2000.kaiten.ru/32562753"
"133359";"ООО ""Альфа""/ аптека Планета Здоровья";"Московская обл, Люберцы г, Летчика Ларюшина ул 6, корпус 1";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.6774938";"37.8653394";"10.03.2025";"https://durnovcev2000.kaiten.ru/32562814"
"133007";"ООО ""Планета Здоровья Холдинг"" / Аптека Планета Здоровья";"Московская обл, Люберцы г, Летчика Ларюшина ул, дом 20";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.6764893";"37.8606366";"10.03.2025";"https://durnovcev2000.kaiten.ru/32562816"
"137534";"ИП Шелег Любовь Вячеславна/«Маковка»";"Московская обл, г Люберцы, ул лётчика Ларюшина, д. 20";"ЮВАО";"Технологии Безопасности";"Рощин С.С.";"КВ";"55.6764893";"37.8606366";"10.03.2025";"https://durnovcev2000.kaiten.ru/33237954"
"137833";"ООО «АЙСЕЛЬ» (Маникюр, цветы, кофе)";"Люберцы, ул лётчика Ларюшина, д. 4, к. 2";"ЮВАО";"Технологии Безопасности";"Сафин М.С.";"КВ";"55.676104";"37.8629092";"10.03.2025";"https://durnovcev2000.kaiten.ru/42522459"
"137093";"Агаханян Роберт Тигранович/Кладовка ""СКЛАДНО""";"Москва , ул Трофимова, д. 2, к. 1";"ЮВАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.7027522";"37.6603189";"10.03.2025";"https://durnovcev2000.kaiten.ru/32562831"
"137355";"ООО Виктория, Медицинский офис INVITRO";"г.Москва,ул.Зацепский Вал,6/13 с1";"ЮВАО";"Гранит";"Мозговой И.В.";"КВ";"55.7328833";"37.639436";"10.03.2025";"https://durnovcev2000.kaiten.ru/35114740"
"134457";"ООО ""МАРИЛАВ""/Центр косметологии и стоматологии";"Москва г, Таганская ул, дом 26, строение 1";"ЮВАО";"Гранит";"Гаук Е.М.";"КВ";"55.7397216";"37.6628568";"10.03.2025";"https://durnovcev2000.kaiten.ru/33814922"
"151688";"ООО «ВОСХОД»/ Пекарня Буханка";"Москва, проезд 2-й Нагатинский, 2/2, корп. 1";"ЮВАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.67642559999999";"37.641869";"10.03.2025";"https://durnovcev2000.kaiten.ru/40813380"
"93259";"ИП Архангельский Роман Эдуардович, магазин Велодрайв";"Москва, Нижегородская 5,";"ЮВАО";"Гранит";"Христенко Е.А.";"КВ";"55.738907";"37.677965";"10.03.2025";"https://durnovcev2000.kaiten.ru/33814770"
"131889";"ООО ""ГОРИЗОНТ-М"", Магазин ""Алкотека""";"Москва, Набережная Марка Шагала, д.1, корп.1";"ЮВАО";"Гранит";"Озеров С.";"КВ";"55.700720";"37.631523";"06.03.2025";"https://durnovcev2000.kaiten.ru/33814818"
"ТО № 246ТБ";"ИП Ераносян Анаит Мнацакановна /Хостел";"МО , г. Котельники, 3-й Покровский проезд, д. 2, пом. 030";"ЮВАО";"Технологии Безопасности";"Сергеев Н.Р.";"КВ";"55.66041809999999";"37.855341";"04.03.2025";"https://durnovcev2000.kaiten.ru/32562744"
"ТО№ 5986";"Акобян Арман Серобович Салон красоты «СЮЗАН»";"Московская обл, Котельники г, 2-й Покровский проезд, дом № 10";"ЮВАО";"Гранит";"Гаук Е.М.";"КВ";"55.6612807";"37.8523323";"04.03.2025";"https://durnovcev2000.kaiten.ru/32562709"
"ТО№ 246ТБ";"ИП  Степанян Ани Арамаисовна/Хостел";"МО , г. Котельники, 2-й Покровский проезд, д. 14, к. 1";"ЮВАО";"Эсток-Сервис";"Сергеев Н.Р.";"КВ";"55.663608";"37.858233";"04.03.2025";"https://durnovcev2000.kaiten.ru/32562719"
